index,value,kor,English,Japanese,ChineseSimplified,ChineseTraditional,Russian,French,Spanish,Vietnamese
195,0,연두,light green,薄緑色,浅绿色,淺綠色,светло-зелёный,vert clair,verde claro,xanh lá nhạt
196,0,검정,black,黒,黑色的,黑色的,черный,noir,negro,đen
197,0,연습생,Trainee,研修生,学员,學員,Стажер,Stagiaire,Aprendiz,Thực tập sinh
198,0,데뷔,Debut,デビュー,首次亮相,首次亮相,Дебют,Début,Debut,Ra mắt
199,0,루키,Rookie,ルーキー,新秀,新秀,Новобранец,Débutant,Novato,Tân binh
200,0,신예,New Face,新しい顔,新面孔,新面孔,Новое лицо,Nouveau visage,Nueva cara,Gương mặt mới
201,0,라이징스타,Rising Star,ライジングスター,冉冉升起的新星,冉冉升起的新星,Восходящая звезда,Étoile montante,Estrella en ascenso,Ngôi sao đang lên
202,0,인기돌,Pupular Idol,人気アイドル,流行偶像,流行偶像,Популярный кумир,Idole populaire,Ídolo popular,Thần tượng phổ biến
203,0,핫스타,Hot Star,ホットスター,热星,熱星,Горячая Звезда,Hot Star,Estrella caliente,Ngôi sao nóng bỏng
204,0,대스타,Big Star,ビッグスター,大明星,大明星,Большая Звезда,Grande star,Gran estrella,Ngôi sao lớn
205,0,톱스타,Top Star,トップスター,顶级明星,頂級明星,Топ-звезда,Top Star,Estrella principal,Ngôi sao hàng đầu
206,0,아이콘,Icon,アイコン,图标,圖示,Икона,Icône,Icono,Biểu tượng
207,0,슈퍼스타,Super Star,スーパースター,超级巨星,超級巨星,Суперзвезда,Super Star,Superestrella,Siêu sao
208,0,월드스타,World Star,ワールドスター,世界之星,世界之星,Мировая звезда,Étoile du monde,Estrella del mundo,Ngôi sao thế giới
209,0,우주대스타,Universe Star,宇宙の星,宇宙之星,宇宙之星,Звезда Вселенной,Étoile de l'Univers,Estrella del Universo,Ngôi sao vũ trụ
210,0,레전드,Legend,伝説,传奇,傳奇,Легенда,Légende,Leyenda,Huyền thoại
211,0,이터널스타,Eternal Star,エターナルスター,永恒之星,永恆之星,Вечная Звезда,Étoile éternelle,Estrella Eterna,Ngôi Sao Vĩnh Hằng
212,0,재선택,Re-selection,再選,重新选举,重新選舉,Повторный выбор,Re-sélection,Reselección,Tái tuyển chọn
213,0,자동,automatic,自動,自动的,自動的,автоматический,automatique,automático,tự động
214,0,공격력%,Attack Power %,攻撃力％,攻击力%,攻擊力%,Сила атаки %,Puissance d'attaque %,Poder de ataque %,Sức tấn công %
215,0,체력%,Stamina %,スタミナ％,耐力百分比,耐力百分比,Выносливость %,Endurance %,Resistencia %,Sự bền bỉ %
216,0,회피 특화,Evasion specialization,回避特化,闪避专精,閃避專精,Специализация на уклонении,spécialisation en évasion,especialización en evasión,Chuyên môn né tránh
217,0,동료 쿨감,Reduced cooldown of companions,コンパニオンのクールダウン時間を短縮,减少同伴技能冷却时间,減少同儕技能冷卻時間,Сокращено время восстановления способностей спутников.,Réduction du temps de recharge des compagnons,Reducción del tiempo de reutilización de los compañeros,Giảm thời gian hồi chiêu của đồng đội
218,1,<color=red>Lv.{0}</color> 오픈,<color=red>Lv.{0}</color> Open,<color=red>Lv.{0}</color> 開く,<color=red>Lv.{0}</color> 打开,<color=red>Lv.{0}</color> 打開,<color=red>Уровень{0}</color> Открыть,<color=red>Niv.{0}</color> Ouvrir,<color=red>Nivel{0}</color> Abierto,<color=red>Lv.{0}</color> Mở
219,0,출석체크,Attendance check,出席確認,考勤核查,考勤核查,Проверка посещаемости,Contrôle de présence,Control de asistencia,Kiểm tra điểm danh
220,0,내구도,Durability,耐久性,耐久性,耐久性,Долговечность,Durabilité,Durabilidad,Độ bền
221,0,실패하여 내구도가 <color=red>1</color> 감소했습니다.,Failure resulted in a decrease of <color=red>1</color> in durability.,故障により耐久性が<color=red>1</color>低下しました。,故障导致耐久性下降了<color=red>1</color>。,故障導致耐久性下降了<color=red>1</color>。,В результате отказа прочность снизилась на <color=red>1</color>.,Cette défaillance a entraîné une diminution de <color=red>1</color> de la durabilité.,El fallo resultó en una disminución de <color=red>1</color> en la durabilidad.,Sự cố này dẫn đến giảm độ bền đi <color=red>1</color>.
222,0,월드투어,World Tour,ワールドツアー,世界巡回赛,世界巡迴賽,Мировое турне,Tour du monde,Gira mundial,Chuyến lưu diễn vòng quanh thế giới
223,0,합성,synthesis,合成,合成,合成,синтез,synthèse,síntesis,tổng hợp
224,0,승급,advancement,アドバンス,进步,進步,продвижение,avancement,adelanto,sự tiến bộ
225,1,미션 <color=red>{0}</color> 잠금 해제,Unlock Mission <color=red>{0}</color>,ミッションをアンロック <color=red>{0}</color>,解锁任务 <color=red>{0}</color>,解鎖任務 <color=red>{0}</color>,Разблокировать миссию <color=red>{0}</color>,Débloquer la mission <color=red>{0}</color>,Desbloquear misión <color=red>{0}</color>,Mở khóa nhiệm vụ <color=red>{0}</color>
226,0,최소,minimum,最小,最低限度,最低限度,минимум,minimum,mínimo,tối thiểu
227,0,장착효과,Installation effect,設置効果,安装效果,安裝效果,эффект установки,Effet d'installation,Efecto de instalación,Hiệu ứng cài đặt
228,0,회수,collect,集める,收集,收集,собирать,collecter,recolectar,sưu tầm
229,1,LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1},LV {0} <color=green>▶</color> LV {1}
230,1,{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1},{0} <color=green>▶</color> {1}
231,1,{0} 등급,{0} grade,{0} グレード,{0} 等级,{0} 等級,0-й класс,{0} niveau,{0} grado,{0} điểm
232,1,{0} 개,{0} pieces,{0}個,{0} 件,{0} 件,{0} штук,{0} pièces,{0} piezas,{0} mảnh
233,1,{0} 단계,{0} Stage,{0} ステージ,{0} 阶段,{0} 階段,{0} Этап,Étape {0},{0} Etapa,{0} Giai đoạn
234,1,침공,Invasion,侵入,入侵,入侵,Вторжение,Invasion,Invasión,Xâm lược
235,1,루비,ruby,ルビー,红宝石,紅寶石,рубин,rubis,rubí,hồng ngọc
236,1,사파이어,sapphire,サファイア,蓝宝石,藍寶石,сапфир,saphir,zafiro,sapphire
237,1,아쿠아마린,Aquamarine,アクアマリン,蓝晶,藍晶,Аквамарин,Bleu vert,Aguamarina,Aquamarine
238,1,토파즈,Topaz,トパーズ,黄玉,黃玉,Топаз,Topaze,Topacio,Topaz
239,1,에메랄드,emerald,エメラルド,翠,翠,изумруд,émeraude,esmeralda,ngọc lục bảo
240,1,다이아몬드,diamond,ダイヤモンド,钻石,鑽石,бриллиант,diamant,diamante,kim cương
241,1,오닉스,onyx,オニキス,缟玛瑙,縞瑪瑙,оникс,onyx,ónix,đá onyx
242,1,페리도트,Peridot,ペリドット,橄榄石,橄欖石,Перидот,Péridot,Peridoto,Peridot
243,1,옵시디언,Obsidian,黒曜石,黑曜石,黑曜石,Обсидиан,Obsidienne,Obsidiana,Đá obsidian
244,1,{0}초후 자동진행,Automatic progression after {0} seconds,{0}秒後に自動的に進行します,0 秒后自动开始,0 秒後自動開始,Автоматическое продолжение через {0} секунд,Progression automatique après {0} secondes,Progresión automática después de {0} segundos,Tự động chuyển tiếp sau {0} giây
245,0,효과,effect,効果,影响,影響,эффект,effet,efecto,tác dụng
246,0,효과 없음,No effect,効果なし,无影响,無影響,Нет эффекта,Aucun effet,Ningún efecto,Không có tác dụng
247,1,강화<size=30><color=red>({0}%)</color></size>,Reinforcement<size=30><color=red>({0}%)</color></size>,補強<size=30><color=red>({0}%)</color></size>,加固<size=30><color=red>({0}%)</color></size>,加固<size=30><color=red>({0}%)</color></size>,Усиление<size=30><color=red>({0}%)</color></size>,Renforcement<size=30><color=red>({0}%)</color></size>,Refuerzo<size=30><color=red>({0}%)</color></size>,Gia cố<size=30><color=red>({0}%)</color></size>
248,0,보유효과,Endowment effect,保有効果,禀赋效应,禀賦效應,эффект владения,Effet de dotation,Efecto dotación,Hiệu ứng tài sản
249,0,변경,change,変化,改变,改變,изменять,changement,cambiar,thay đổi
250,0,사용중,In use,使用中,正在使用中,正在使用中,В использовании,Utilisé,En uso,Đang sử dụng
251,0,구매,purchase,購入,购买,購買,покупка,achat,compra,mua
252,2,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>,{0} <size=40><color=green>▲ {1}</color></size>
253,0,전투력,AP,AP,AP,AP,AP,AP,AP,AP
254,0,<color=red>전설 </color>부터는 <color=yellow>승급</color> 으로 획득 가능합니다.,"From <color=red>Legend</color> onwards, you can obtain them through <color=yellow>Promotion</color>.",<color=red>Legend</color>以降は、<color=yellow>Promotion</color>を通じて入手できます。,从《传奇》开始，您可以通过《晋升》获得它们。,從《傳奇》開始，您可以透過《晉升》獲得它們。,"Начиная с <color=red>Легенды</color>, вы можете получить их через <color=yellow>Акцию</color>.","À partir de <color=red>Légende</color>, vous pouvez les obtenir via <color=yellow>Promotion</color>.","A partir de <color=red>Leyenda</color>, puedes obtenerlos mediante <color=yellow>Promoción</color>.","Từ cấp độ <color=red>Huyền thoại</color> trở đi, bạn có thể nhận được chúng thông qua <color=yellow>Khuyến mãi</color>."
255,2,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>,{0} <size=40><color=red>▼ {1}</color></size>
256,0,장비 판매,Equipment sales,機器販売,设备销售,設備銷售,Продажа оборудования,Vente d'équipement,Venta de equipos,Bán thiết bị
257,0,장비를 판매하시겠습니까?,Would you like to sell the equipment?,その機器を売却したいですか？,您愿意出售这套设备吗？,您願意出售這套設備嗎？,Вы хотели бы продать оборудование?,Souhaiteriez-vous vendre le matériel ?,¿Le gustaría vender el equipo?,Bạn có muốn bán thiết bị này không?
258,0,판매,Sell,売る,卖,賣,Продавать,Vendre,Vender,Bán
259,0,장비가 파괴되었습니다.,The equipment was destroyed.,機器は破壊された。,设备已被损毁。,設備已被損毀。,Оборудование было уничтожено.,Le matériel a été détruit.,El equipo quedó destruido.,Thiết bị đã bị phá hủy.
260,0,{0}/{1} 구매가능,{0}/{1},{0}/{1},{0}/{1},{0}/{1},{0}/{1},{0}/{1},{0}/{1},{0}/{1}
261,0,구매완료,Purchase completed,購入完了,购买已完成,購買已完成,Покупка завершена,Achat terminé,Compra completada,Giao dịch mua bán hoàn tất
262,0,갱신중,Updating,更新中,正在更新,正在更新,Обновление,Mise à jour,Actualizando,Đang cập nhật
263,0,상품구매,Product purchase,製品購入,产品购买,產品購買,покупка товара,Achat de produits,Compra de producto,Mua sản phẩm
264,1,{0} 다발,{0} bundle,{0} バンドル,{0} 捆绑包,{0} 捆綁包,{0} пучок,{0} paquet,{0} paquete,{0} bó
265,1,{0} 무더기,{0} Heap,{0} ヒープ,{0} 堆,{0} 堆,{0} Куча,{0} Tas,{0} Montón,{0} Heap
266,1,{0} 주머니,{0} pocket,{0} ポケット,{0} 口袋,{0} 口袋,{0} карман,poche {0},{0} bolsillo,{0} túi
267,1,{0} 자루,{0} bag,{0}バッグ,{0} 袋,{0} 袋,{0} сумка,{0} sac,{0} bolsa,Túi {0}
268,1,{0} 궤짝,{0} chest,{0} 胸,{0} 箱子,{0} 箱子,{0} сундук,{0} coffre,{0} cofre,Ngực {0}
269,1,{0}를 구매하시겠습니까?,Would you like to purchase {0}?,{0}を購入しますか？,您想购买{0}吗？,您想購買{0}嗎？,Хотите приобрести {0}?,Souhaitez-vous acheter {0} ?,¿Te gustaría comprar {0}?,Bạn có muốn mua {0} không?
270,0,아리아 패키지,Aria Package,ARIAパッケージ,咏叹调套餐,詠嘆調套餐,Пакет Aria,Pack Aria,Paquete Aria,Gói Aria
271,0,리나 패키지,Lina Package,リナ・パッケージ,莉娜包裹,莉娜包裹,Пакет Лины,Paquet Lina,Paquete Lina,Gói Lina
272,0,헬렌 패키지,Helen Package,ヘレン・パッケージ,海伦包裹,海倫包裹,Пакет Хелен,Helen Package,Paquete Helen,Gói Helen
273,0,셀리아 패키지,Celia Package,セリアパッケージ,西莉亚·帕吉,西莉亞·帕吉,Пакет услуг для Селии,Celia Package,Paquete Celia,Gói hàng Celia
274,0,펭 패키지,Penguin Package,ペンギンパッケージ,企鹅包裹,企鵝包裹,"Пакет ""Пингвин""",Paquet de pingouins,Paquete Pingüino,Gói Penguin
275,0,시리아 패키지,Syria package,シリア関連パッケージ,叙利亚方案,敘利亞計畫,пакет мер для Сирии,colis Syrie,paquete de Siria,Gói hàng Syria
276,0,나이다 패키지,Naida Package,ナイダパッケージ,奈达套餐,奈達套餐,Пакет «Найда»,Forfait Naïda,Paquete Naïda,Gói Naida
277,0,원더 패키지,Wonder Package,ワンダーパッケージ,神奇包裹,神奇包裹,Чудо-пакет,Wonder Package,Paquete Maravilla,Gói Kỳ Diệu
278,0,광고 제거 패키지,Ad removal package,広告削除パッケージ,广告移除套餐,廣告移除套餐,пакет для удаления рекламы,Pack de suppression de publicités,paquete de eliminación de anuncios,Gói loại bỏ quảng cáo
279,0,초보자 패키지,Beginner Package,初心者向けパッケージ,入门套餐,入門套餐,Пакет для начинающих,Pack débutant,Paquete para principiantes,Gói dành cho người mới bắt đầu
280,0,성장 패키지,Growth Package,成長支援パッケージ,增长计划,成長計劃,Пакет развития,Pack de croissance,Paquete de crecimiento,Gói tăng trưởng
281,0,동료 패키지,Companion Package,コンパニオンパッケージ,配套包,配套包,Сопутствующий пакет,Pack d'accompagnement,Paquete complementario,Gói đi kèm
282,0,무기 패키지,Weapon Package,武器パッケージ,武器包,武器包,Комплект вооружения,Ensemble d'armes,Paquete de armas,Gói vũ khí
283,0,오라 패키지,Aura Package,オーラパッケージ,灵气套装,靈氣套裝,Пакет Аура,Pack Aura,Paquete Aura,Gói Aura
284,0,데미지,damage,ダメージ,损害,損害,повреждать,dommage,daño,hư hại
285,0,최종 피해량,Final damage amount,最終的な損害額,最终损失金额,最終損失金額,Окончательная сумма ущерба,montant final des dommages,Monto final de los daños,Số tiền sát thương cuối cùng
286,0,쿨타임 감소,Cooldown reduction,クールダウン短縮,冷却时间缩短,冷卻時間縮短,Снижение времени охлаждения,Réduction du temps de recharge,Reducción del tiempo de reutilización,Giảm thời gian hồi chiêu
287,0,개체수 증가,population increase,人口増加,人口增长,人口成長,увеличение населения,augmentation de la population,aumento de la población,gia tăng dân số
288,0,빗나감,Miss,逃す,错过,錯過,Скучать,Manquer,Extrañar,Cô
289,0,치명타,Critical hit,クリティカルヒット,暴击,暴擊,Критический удар,Coup critique,Golpe crítico,Đòn chí mạng
290,0,점화,ignition,点火,点火,點火,зажигание,allumage,encendido,đánh lửa
291,0,중독,poisoning,中毒,中毒,中毒,отравление,empoisonnement,envenenamiento,ngộ độc
292,0,약화,weakening,弱体化,减弱,減弱,ослабление,affaiblissement,debilitación,suy yếu
293,0,처단,Execution,実行,执行,執行,Исполнение,Exécution,Ejecución,Thực thi
294,0,일일 패키지,Daily Package,日替わりパッケージ,每日包裹,每日包裹,Ежедневный пакет,Forfait journalier,Paquete diario,Gói hàng ngày
295,0,주간 패키지,Weekly Package,週単位パッケージ,每周包裹,每週包裹,Еженедельный пакет,Forfait hebdomadaire,Paquete semanal,Gói hàng tuần
296,0,월간 패키지,Monthly package,月額パッケージ,月度套餐,月度套餐,Ежемесячный пакет,forfait mensuel,paquete mensual,Gói hàng tháng
297,0,무료,free,無料,自由的,自由的,бесплатно,gratuit,gratis,miễn phí
298,0,사용,use,使用,使用,使用,использовать,utiliser,usar,sử dụng
299,0,이동,go,行く,去,去,идти,aller,ir,đi
300,0,해당 미션에서는 판매가 불가능합니다.,Selling is not possible in this mission.,このミッションでは販売はできません。,本次任务中不允许进行销售。,本次任務中無法進行銷售。,В этой миссии продажа товаров невозможна.,La vente n'est pas possible dans le cadre de cette mission.,En esta misión no es posible vender.,Việc bán hàng là không thể trong nhiệm vụ này.
301,0,피해량,Damage amount,損害額,损失金额,損失金額,Сумма ущерба,montant des dommages,Cantidad de daños,Số tiền thiệt hại
302,0,보스 피해,Boss damage,ボスへのダメージ,首领伤害,首領傷害,Урон боссу,Dégâts du boss,Daño del jefe,Sát thương của trùm
303,0,지속시간,Duration,間隔,期间,期間,Продолжительность,Durée,Duración,Khoảng thời gian
304,0,마스터리 초기화,Mastery Reset,マスタリーリセット,精通重置,精通重置,Сброс мастерства,Réinitialisation de la maîtrise,Reinicio de maestría,Thiết lập lại kỹ năng
305,0,마스터리를 초기화 하시겠습니까?,Would you like to reset the mastery?,習熟度をリセットしますか？,您想重置精通等级吗？,您想重置精通等級嗎？,Хотите сбросить уровень мастерства?,Souhaitez-vous réinitialiser la maîtrise ?,¿Te gustaría restablecer la maestría?,Bạn có muốn đặt lại cấp độ thành thạo không?
306,0,초기화,reset,リセット,重置,重置,перезагрузить,réinitialiser,reiniciar,cài lại
307,0,마스터리가 초기화 되었습니다.,Mastery has been reset.,熟練度がリセットされました。,精通等级已重置。,精通等級已重置。,Уровень мастерства сброшен.,La maîtrise a été réinitialisée.,La maestría se ha restablecido.,Thành tích đã được thiết lập lại.
308,0,미획득,Unobtained,未取得,未获得的,未獲得的,Не получено,Non obtenu,No obtenido,Chưa thu được
309,0,동일한 보석끼리만 합성이 가능합니다.,Synthesis is only possible between identical gems.,合成は、同一の宝石同士でのみ可能です。,只有完全相同的宝石才能进行合成。,只有完全相同的寶石才能進行合成。,Синтез возможен только между идентичными драгоценными камнями.,La synthèse n'est possible qu'entre gemmes identiques.,La síntesis solo es posible entre gemas idénticas.,Quá trình tổng hợp chỉ có thể thực hiện giữa các viên đá quý giống hệt nhau.
310,0,착용효과,Wearing effect,着用効果,磨损效果,磨損效果,Эффект ношения,Effet de port,Efecto de uso,Hiệu ứng mài mòn
311,0,보유효과,Endowment effect,保有効果,禀赋效应,禀賦效應,эффект владения,Effet de dotation,Efecto dotación,Hiệu ứng tài sản
312,0,없음,doesn't exist,存在しない,不存在,不存在,не существует,n'existe pas,no existe,không tồn tại
313,0,판매완료,Sold,売却済み,卖,賣,Продал,Vendu,Vendido,Đã bán
314,0,재침공 침공시간 감소,Re-invasion invasion time reduction,再侵入侵入時間の短縮,再次入侵 入侵时间缩短,再次入侵 入侵時間縮短,Сокращение времени повторного вторжения,Réduction du temps d'invasion lors de la réinvasion,Reducción del tiempo de reinvasión,Giảm thời gian tái xâm lược
315,0,교환되는 골드는 스테이지 진행도에 따라 달라집니다.,The amount of gold exchanged varies depending on the stage progress.,交換される金の量は、ステージの進行状況によって異なります。,根据游戏阶段的进展情况，交换的黄金数量会有所不同。,根據遊戲階段的進展情況，交換的黃金數量會有所不同。,Объем обмениваемого золота варьируется в зависимости от этапа развития проекта.,La quantité d'or échangée varie en fonction de l'avancement du niveau.,La cantidad de oro intercambiada varía según el progreso de la etapa.,Lượng vàng trao đổi sẽ thay đổi tùy thuộc vào tiến độ của màn chơi.
316,0,갱신 시간 {0},Update time {0},更新時刻 {0},更新时间 {0},更新時間 {0},Время обновления {0},Heure de mise à jour {0},Hora de actualización {0},Thời gian cập nhật {0}
317,0,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>,<color=yellow>▲{0}%</color>
318,0,추억의 뽑기,Nostalgic Claw Machine,懐かしのクレーンゲーム,怀旧抓娃娃机,懷舊抓娃娃機,Ностальгический игровой автомат с клешней,Machine à pinces nostalgique,Máquina de garras nostálgica,Máy gắp thú nhồi bông hoài cổ
319,0,케이팝 마블,K-pop Marvel,K-POPマーベル,K-pop漫威,K-pop漫威,K-pop Marvel,K-pop Marvel,K-pop Marvel,K-pop Marvel
320,0,해당 판을 완료하여 새로운 판으로 교체합니다.,Complete the corresponding plate to replace it with a new one.,対応するプレートを完成させて、新しいプレートと交換してください。,完成相应的铭牌，即可用新铭牌替换旧铭牌。,完成對應的銘牌，即可用新銘牌取代舊銘牌。,"Завершите заполнение соответствующей пластины, чтобы заменить ее новой.",Complétez la plaque correspondante pour la remplacer par une neuve.,Complete la placa correspondiente para reemplazarla por una nueva.,Hoàn thành tấm tương ứng để thay thế bằng tấm mới.
321,0,각인보너스,Engraving Bonus,刻印特典,刻字奖励,刻字獎勵,Бонус за гравировку,Bonus de gravure,Bonificación por grabado,Quà tặng khắc chữ
322,0,동료보너스,Companion Bonus,コンパニオンボーナス,同伴奖励,同儕獎勵,Бонус компаньона,Bonus compagnon,Bonificación de compañero,Phần thưởng dành cho người đồng hành
323,0,보물찾기,treasure hunt,宝探し,寻宝游戏,尋寶遊戲,поиск сокровищ,chasse au trésor,búsqueda del tesoro,cuộc săn tìm kho báu
324,0,버서커,Berserker,バーサーカー,狂战士,狂戰士,Берсерк,Berserker,Berserker,Chiến binh cuồng nộ
325,0,드림,Dream,夢,梦,夢,Мечтать,Rêve,Sueño,Mơ
326,1,오늘 침공 횟수 : {0},Number of invasions today : {0},本日の侵攻回数：{0},今日入侵次数：{0},今日入侵次數：{0},Количество вторжений сегодня: {0},Nombre d'invasions aujourd'hui : {0},Número de invasiones hoy: {0},Số lượng cuộc xâm lược hôm nay: {0}
327,0,각인,engraving,彫刻,雕刻,雕刻,гравюра,gravure,grabado,khắc
328,0,특수장비,Special equipment,特殊装備,特殊设备,特殊設備,Специальное оборудование,Équipement spécial,Equipos especiales,Thiết bị đặc biệt
329,0,닉네임 설정이 완료되었습니다.,Nickname setting is complete.,ニックネームの設定が完了しました。,昵称设置完成。,暱稱設定完成。,Настройка псевдонима завершена.,La configuration du surnom est terminée.,La configuración del apodo está completa.,Việc thiết lập biệt danh đã hoàn tất.
330,0,중복된 닉네임입니다.,This nickname is already taken.,このニックネームは既に使われています。,这个昵称已经被占用了。,這個暱稱已經被佔用了。,Это прозвище уже занято.,Ce surnom est déjà pris.,Este apodo ya está ocupado.,Biệt danh này đã có người sử dụng rồi.
331,0,형식이 잘못되엇습니다.,The format is incorrect.,フォーマットが間違っています。,格式不正确。,格式不正確。,Формат неверный.,Le format est incorrect.,El formato es incorrecto.,Định dạng không chính xác.
332,0,닉네임을 입력해주세요,Please enter your nickname,ニックネームを入力してください,请输入您的昵称,請輸入您的暱稱,"Пожалуйста, введите свой никнейм.",Veuillez saisir votre pseudonyme,"Por favor, introduce tu apodo",Vui lòng nhập biệt danh của bạn
333,0,광고보고 입장,Enter after watching the ad,広告を見た後に入場してください,看完广告后即可进入,看完廣告後即可進入,Войдите после просмотра рекламы.,Entrez après avoir visionné la publicité,Entra después de ver el anuncio.,Vào sau khi xem quảng cáo.
334,0,오늘 침공 성공 횟수 : {0} <color=yellow>(골드엔진 사용 : {1}회)</color>,Today's Invasion Success Count : {0} <color=yellow>(Gold Engine Used : {1} times)</color>,本日の侵略成功回数：{0} <color=yellow>(ゴールドエンジン使用回数：{1}回)</color>,今日入侵成功次数：{0} <color=yellow>（使用黄金引擎：{1} 次）</color>,今日入侵成功次數：{0} <color=yellow>（使用黃金引擎：{1} 次）</color>,Количество успешных вторжений сегодня: {0} <color=yellow>(Использовано золотого движка: {1} раз)</color>,Nombre d'invasions réussies aujourd'hui : {0} <color=yellow>(Moteur d'or utilisé : {1} fois)</color>,Recuento de éxitos de invasión de hoy: {0} <color=yellow>(Motor de oro usado: {1} veces)</color>,Số lần xâm lược thành công hôm nay: {0} <color=yellow>(Đã sử dụng động cơ vàng: {1} lần)</color>
335,0,스킬 판매,Skill sales,スキルセールス,技能销售,技能銷售,продажи навыков,Vente de compétences,Ventas de habilidades,Kỹ năng bán hàng
336,0,특수 무기 분해,Special Weapon Disassembly,特殊兵器の分解,特种武器拆卸,特種武器拆卸,Разборка специального оружия,Démontage d'armes spéciales,Desmontaje de armas especiales,Tháo rời vũ khí đặc biệt
337,0,오라 분해,Aura Decomposition,オーラ分解,灵气分解,靈氣分解,Разложение ауры,Décomposition de l'aura,Descomposición del aura,Phân hủy hào quang
338,0,먼저 장비를 해제해주세요.,Please unequip the device first.,まず、デバイスの装備を解除してください。,请先卸载设备。,請先卸載設備。,"Пожалуйста, сначала отключите устройство.",Veuillez d'abord déséquiper l'appareil.,"Por favor, desactive primero el dispositivo.",Vui lòng tháo thiết bị ra trước.
339,0,오늘 하루 묻지 않기,Don't ask today,今日は聞かないで,今天别问了。,今天別問了。,Не спрашивайте сегодня,Ne posez pas la question aujourd'hui,No preguntes hoy,Đừng hỏi hôm nay
340,0,잠재력 변경,Change potential,変化の可能性,变化潜力,變化潛力,Потенциал перемен,Potentiel de changement,Potencial de cambio,Tiềm năng thay đổi
341,0,새로운 잠재력으로 변경하시겠습니까?,Would you like to change to the new potential?,新たな可能性へと変化してみませんか？,你想转型迎接新的挑战吗？,你想轉型迎接新的挑戰嗎？,Хотите перейти на новый уровень?,Souhaiteriez-vous évoluer vers ce nouveau potentiel ?,¿Te gustaría cambiar al nuevo potencial?,Bạn có muốn chuyển sang mức tiềm năng mới không?
342,0,높은 등급의 잠재력을 변경하시겠습니까?,Would you like to change the high-grade potential?,高い潜在能力を変更したいですか？,你想改变高品位潜力吗？,你想改變高品味潛力嗎？,Хотите изменить потенциал высокого качества?,Souhaiteriez-vous modifier le potentiel de haut niveau ?,¿Te gustaría cambiar el potencial de alta calificación?,Bạn có muốn thay đổi tiềm năng cao cấp này không?
343,0,▲,▲,▲,▲,▲,▲,▲,▲,▲
344,0,{0}개,{0} items,{0}個のアイテム,{0} 项,{0} 項,{0} предметов,{0} éléments,{0} artículos,{0} mục
345,0,교환,exchange,交換,交换,交換,обмен,échange,intercambio,trao đổi
346,2,(하루 최대 {0}/<color=yellow>{1}</color>개),(Maximum {0}/{1} per day),（1日あたり最大{0}/{1}）,（每天最多{0}/{1}）,（每天最多{0}/{1}）,(Максимум {0}/{1} в день),(Maximum {0}/{1} par jour),(Máximo {0}/{1} por día),(Tối đa {0}/{1} mỗi ngày)
347,0,계정 연동이 완료되었습니다.,Account linking is complete.,アカウント連携が完了しました。,账户关联已完成。,帳戶關聯已完成。,Привязка учетных записей завершена.,La liaison des comptes est terminée.,La vinculación de cuentas se ha completado.,Việc liên kết tài khoản đã hoàn tất.
348,0,계정 연동이 실패했습니다.({0}),Account linking failed. ({0}),アカウント連携に失敗しました。（{0}）,账户关联失败。({0}),帳戶關聯失敗。 ({0}),Не удалось связать учетную запись. ({0}),Échec de la liaison des comptes. ({0}),Error al vincular la cuenta. ({0}),Liên kết tài khoản thất bại. ({0})
349,0,해당 계정은 이미 다른 계정과 연결되어 있습니다.,This account is already linked to another account.,このアカウントは既に別のアカウントにリンクされています。,此账户已关联其他账户。,此帳戶已關聯其他帳戶。,Этот аккаунт уже связан с другим аккаунтом.,Ce compte est déjà lié à un autre compte.,Esta cuenta ya está vinculada a otra cuenta.,Tài khoản này đã được liên kết với một tài khoản khác.
